Post_Title,Description,Post_Category,Borough,Location,Post_Price,Sqft,Private Room,Private Bath,Laundry,Parking,Bedrooms,Bathrooms,Success
SPLIT LEASE Beautiful Studio 1BTH & 1BD Apt. in Prime Nolita,"The unit has been fully renovated top to bottom and comes with all furnishings included: Beds, dresser, desk, lamps, kitchenware, linens, and towels! The apartment is available as a Split Lease to share on an agreed weekly schedule. Perfect for a commuter or hybrid worker who needs to be in the city for just part of the week. Your monthly cost is based on the total Room Monthly Price reduced proportional to how many nights each week you stay. The place is available to be booked on Split Lease too, but the price will be cheaper on Craigslist.

The apartment has been tastefully decorated and furnished with new hardwood floors throughout. Location is everything here, enjoy all the attractions of Nolita including cafes, trendy shops, restaurants, and nightlife. Multiple train lines at Broadway/Lafayette! Call or email for your showing today.

Just let me know a little about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking. The nightly price will vary slightly depending on your desired weekly schedule. I can be flexible in terms of amending dates after the initial booking.
",,manhattan,Lower East Side,2300,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
HYBRID WORKER Cozy and Fully Furnished Upper Manhattan Studio,"Upper Manhattan Studio available to Split Lease! The space is in a great location and is just minutes from NYC. I am looking for someone who would need space for part of the week each week, like Mon-Thu nights each week. The nightly price would vary depending on your unique schedule!.

The space would be empty during the time you are away, unless I find a renter with complementary nights. I would be happy to provide secured storage for you to leave some things in the space during the time you are away. You can find my listing on Split Lease too, but the price will be cheaper on Craigslist. I can be flexible, so if you think this space would work for you, don’t hesitate to reach out.

Looking to Split Lease my Quiet and safe Harlem brownstone studio. Basically, I need someone who needs some nights during the week. 

If interested, reach out and we can discuss pricing and try to find something that works for both of us. Let me know if you have any questions.
",,manhattan,Harlem / Morningside,2400,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
COMMUTE SOLUTION Fully Renovated and Spacious Apt in the Historic NJ District,"Beautiful brownstone in the Historic District in downtown Jersey City. The space is available as a Split Lease, a part-time repeat stay. Ideally, I would like someone who is looking to split apartment usage with me on a repeated weekly schedule, such as taking the weekdays each week. There is a 30 night minimum requirement for the initial booking.

Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.

Walkable to train, bus, and ferry. 3 blocks to the Grove Street PATH train (7 minute train to New York city). One to three blocks walk to everything: food stores, restaurants, parks, and shopping!

- This stylish 1Bedroom/1Bathroom apartment is located on the 2nd floor.
- Washer and dryer located on ground floor.

The apartment features new furniture & appliances and is equipped with :
- Pots, pans, cooking utensils, dishes, glassware etc.
- Coffee maker
- Toaster
- Microwave
- 2 SMART HDTVs with access to Netflix, HULU, HBO Max and hundreds of other streaming applications.
- High Speed Wifi wireless Internet
- Queen Size bed firm comfort mattress in the bedroom
- Brand new Bed Linens and Towels and other essentials.
",,new jersey,,2800,0,TRUE,TRUE,laundry in bldg,street parking,1,1,1
Work Stay Cozy & Classy 1BD Duplex in Brooklyn,"Welcome to our Cozy Classy Duplex nestled in the heart of a vibrant cultural ethnic community, Canarsie, Brooklyn.  I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space. I am on Split Lease too, but I can give a cheaper price through Craigslist.

This quiet oasis is located on a wide, tree-lined street close to everything, a 25 min ride by the L train to NYC. The space is ideal for business travelers, couples and solo adventurers.

If you are looking for a warm and family type home away from home, then you are in the right place. You will enjoy comfortable accommodation in a safe and residential neighborhood. For added security there are 24 hours surveillance cameras situated around the parameters of the building, along with flood lights for your security.

About your room:
• Large sliding door with lots of sunlight.
• Super comfortable self contained space.
• There are two comfy Queen sized beds, available for up to 4 guests.
• 60"" TV, Fast WiFi. Spacious Closet.
• A Safe Deposit box Is provided to secure your valuables.
• Microwave, Mr. Cafe, Hot/Cold Water dispenser, Refrigerator, Private bathroom.
• Heat in your space makes it toasty.

Guest access
• There is a private entrance to the studio space.
• The dining room is ready for you to sit and enjoy all your meals.
• There is a private bath that is tastefully decorated for you to enjoy a warm shower after a long day.
",,brooklyn,,94,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
REPEATING RENTAL Cozy and Lovely Entire Apt w/Beautiful Garden in Park Slope,"The space is available as a Split Lease, a part-time repeat stay. Ideally, I would like someone who is looking to split apartment usage with me on a repeated weekly schedule, such as taking the weekdays each week. There is a 30 night minimum requirement for the initial booking.

Lovely, spotless garden apt. in a historic house in Park Slope (""Best Neighborhood""). CLEAN, SAFE & QUIET. 2 mins to good subways. Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.

Beautiful, large patio & gorgeous garden. ROOMS AVAILABLE UPSTAIRS ALSO, please ask. Near gorgeous Prospect Park, inexpensive gym, great restaurants, organic Supermarket. Kid items available.

This is 2 Bedrooms, (King bedroom + middle room with double bed ). But you must walk through the middle room to get to the bathroom and kitchen so it's not completely private. You can use a curtain to close off. Best for good friends or family to share. Washer/Dryer (occasionally used by me when you are not there). Full kitchen, well stocked.
",,brooklyn,,3400,0,TRUE,TRUE,w/d in unit,street parking,2,1,1
GHOST ROOMMATE Cozy Entire Place 1BD 1BTH Midtown Apartment,"I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space. I am on Split Lease too, but I can give a cheaper price through Craigslist.

Minimum time 4 -6 weeks. This is an excellent opportunity to have a midtown Manhattan apartment for 1-3 guests for the price of what was formerly just one guest in one room. This offer is only for the summer thanks. Please book no less than 10 before as I am out of town and would need to organize getting back to set you up.
",,manhattan,Chelsea,100,0,TRUE,TRUE,no laundry on site,street parking,1,1,0
HYBRID WORK SCHEDULE Rental Cozy 2 BD Furnished Apt. 20 min from Mnh,"Prime Location: Convenient & Modern 2-Bedrooms, 1-Bathroom Apartment in a 2-unit house. This apartment is on the second level. Ghost roommate situation wanted. I would like someone to be in the space for up to 5 nights per week, with 4 nights being ideal. You will be paying every 4 weeks. I can provide a discount for longer stays. Be sure to give me some information about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking.

The property is a new renovation and is nestled in a friendly and safe urban neighborhood. The price will be 10% lower when going through Craigslist rather than Split Lease

- Private modern 2-Bedroom 1 Bath condo
- Fully equipped kitchen with new appliances, utensils, coffee maker, kettle, blender
- Walk to groceries, restaurants, cafes, shopping + delivery options
- Fully equipped kitchen with utensils provided
- 24/7 buses to NYC. Manhattan in 20 min
- Street parking or paid municipal parking lot next door
- Luxury bedding, new renovation, WiFi.

ROOMS
Room 1: Queen size bed, workstation with a chair, loveseat couch, reach-in closet, nightstand and lamps.
Room 2: Queen size bed, large closet with shelving, bedside table with a lamp.

Living/Dining Area:
2 couches, coffee table, flat-screen TV. Dining table with 4 seats.

Modern space is well lit, cozy and has all the amenities. For connectivity and entertainment, there is high-speed WiFi and LED TV. A full kitchen has utensils. 
",,new jersey,,95,0,TRUE,TRUE,w/d in unit,street parking,2,1,0
"Part of the week Private Immaculate, Modern & Charming 1BD Apt in NJC","The space is available as a Split Lease, a part-time repeat stay. Ideally, I would like someone who is looking to split apartment usage with me on a repeated weekly schedule, such as taking the weekdays each week. There is a 30 night minimum requirement for the initial booking.

Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.

This stunning & contemporary apartment is positioned perfectly for ease & convenience. Flawlessly presented, it places you in the heart of everything the city has to offer, footsteps from excellent restaurants, amenities, and the entertainment scene. This property has been recently renovated and enjoys the added benefit of being located in a peacefully quiet neighborhood. Enjoying a brilliant location, this secure apartment with plenty of natural light is an exceptional place to live. 

The open plan living/dining area is designed to capture the lights and breeze all year round. The bedroom is cozy, and the natural light that flows through makes a comfortable and relaxing personal space. The apartment boasts 1 bedroom with built-ins and a central stylish fully tiled bathroom.

- Within minutes from shops and the bus, to make commuting a breeze
- Radiator heating keeps residence cozy during the cooler months
- Window AC unit
- Just 3 blocks away from Branch Brook Park
- A 10 min drive to downtown Newark
- Comfortable patio area with a fire pit and a grill, perfect for entertaining
- Smoke alarms for safety
",,new jersey,,82,0,TRUE,TRUE,no laundry on site,street parking,1,1,0
"RENT WEEKDAYS, PAY PER NIGHT Stay at Luxury 1 BD Jersey City Apt.","This is a unique opportunity at a great price point. brand new apartment, steps away from multiple train stations in Hoboken and Jersey City, and Ferries into multiple sports in downtown and midtown New York City. The apartment is listed as a Split Lease. I'm looking for a renter who needs a place for their in-office days. Your cost is calculated from the total room cost prorated to how many nights per week you use and I would be happy to provide you with a storage space for you to leave your things during the time you are away.

I’m on Split Lease too, but the price will be about 10% cheaper here on Craigslist. Situated on Newport Greens, the building has city facing views, and also has the following remarkable amenities on offer:

1. Attached parking
2. Full sized indoor swimming pool and jacuzzi
3. Gym
4. Indoor Movie theatre
4. Remote working areas all over the building, including conference rooms
5. Beautiful rooftop deck overlooking the city

All amenities and buildings are managed by smart phone apps, which allow for COVID protocol to be followed properly. In addition, the building is sanitized 3 times every day. 
",sublets & temporary,new jersey,,3000,0,TRUE,TRUE,laundry in bldg,street parking,1,1,1
PART TIME Lightful Furnished Harlem’s 1 BD Apartment Near City College,"The space is available as a Split Lease, a part-time repeat stay. Ideally, I would like someone who is looking to split apartment usage with me on a repeated weekly schedule, such as taking the weekdays each week. There is a 30 night minimum requirement for the initial booking.

Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.

My beautiful home in Hamilton Heights, in the heart of Harlem, is a large apartment on the fifth floor with views to Riverside Drive, one of the most stunning avenues in Manhattan, along the Hudson River. 

The apartment has hardwood floors, high ceilings and includes a total of 8 windows (it is a corner apartment) offering plenty of light (much needed during winter times). The dining-living area has a large library decorated with colorful and elegant furniture pieces. The kitchen has new appliances, a stove, and refrigerator, as well as a dishwasher.  The living room has an elegant and comfortable sofa bed that opens up. Next to the living room, there is a studio or den with a single sofa bed and a desk.

The large bedroom offers a queen bed with a designed closet that has a window shutter which adds a sophisticated touch. Colleagues, scholars, and artists will love its vibe for the creative mind! 
",,manhattan,Harlem / Morningside,2700,900,TRUE,TRUE,w/d in unit,street parking,1,1,0
REPEAT LISTING Cozy and Lovely Entire Apt w/Beautiful Garden in Park Slop,"Lovely, spotless garden apt. in a historic house in Park Slope (""Best Neighborhood""). CLEAN, SAFE & QUIET. 2 mins to good subways. This space is ideal for someone needing a space for their in-office days. I am looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible so reach out. I would charge a nightly rate as advertised.

Beautiful, large patio & gorgeous garden. ROOMS AVAILABLE UPSTAIRS ALSO, please ask. Near gorgeous Prospect Park, inexpensive gym, great restaurants, organic Supermarket. Kid items available.

This is 2 Bedrooms, (King bedroom + middle room with double bed ). But you must walk through the middle room to get to the bathroom and kitchen so it's not completely private. You can use a curtain to close off. Best for good friends or family to share. Washer/Dryer (occasionally used by me when you are not there). Full kitchen, well stocked.

Booking will be 10% cheaper through Craigslist compared to Split Lease.
",,brooklyn,,107,0,TRUE,TRUE,w/d in unit,street parking,2,1,1
Pay Per Night Fully Renovated and Lightful Washington Heights’s Gem,"I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space.

I am on Split Lease too, but I can give a cheaper price through Craigslist.

Beautiful prewar building 2 elevators, street and garage parking. All new windows, brand new full eat-in kitchen seats 4, queen bed folds into a cabinet [thick memory foam, very comfortable], full bath also new. Large living room, the hall outside if bathroom with armoire, front entry hall with bookshelves and closet. Excellent Super and Porter.

Endorsed by the last tenant who is a nurse [rented through another site]. Safe, quiet, clean, restaurants, gourmet grocery, next to Fort Tryon Park with gardens, river view, bike/walking trails. Walkable to Cloisters Museum part of the Met Museum...lovely structure and the famous Unicorn tapestries. Best of both worlds...20 min. to midtown yet next to country setting in the park. Spacious studio, renovated eat-in kitchen and bath. Lots of light!
",,manhattan,Inwood / Wash Hts,89,0,TRUE,TRUE,no laundry on site,street parking,0,1,1
Lovely 2BD Washington Heights Apt. Repeat Rental,"This two-bedroom, one bathroom light-filled Uptown Manhattan apartment is located in the vibrant Washington Heights neighborhood- only minutes from the Columbia Presbyterian Medical Complex and blocks from rapid-transit linking all the major attractions of NYC! The apartment is available as a Split Lease to share on an agreed weekly schedule. Perfect for a commuter or hybrid worker who needs to be in the city for just part of the week. Your monthly cost is based on the total Room Monthly Price reduced proportional to how many nights each week you stay. The place is available to be booked on Split Lease too, but the price will be cheaper on Craigslist.

Just let me know a little about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking. The nightly price will vary slightly depending on your desired weekly schedule. I can be flexible in terms of amending dates after the initial booking. 

Your 'home away from home' is only steps away from the subway, supermarket, hundreds of restaurants, coffee shops, bars, and more. The space is wonderful two bedroom, light-filled apartment designed with care and consideration for our guests:

- All linens and towels are natural fiber cotton and are professionally cleaned in a high-temperature industrial laundry 
- Pillows and duvet are natural down (we don't use synthetic fill)
- You will arrive to an apartment which has been professionally cleaned by a person who's paid well, from the neighborhood, and who's allotted enough time to do a great job (4 hours for the apartment). It's expensive, but we've never received less than 5-stars on cleanliness.
- High speed internet included and network Roku-enabled TV where guests can log into their own netflix/amazon prime video/hulu accounts
- Full kitchen with cooking and dining utensils
",,manhattan,Inwood / Wash Hts,3200,0,TRUE,TRUE,laundry in bldg,street parking,2,1,1
PART TIME Modern and Cozy Studio in Manhattan,"This two-bedroom apartment has everything you need, just 10 blocks from New York Presbyterian. The space is available as a Split Lease, a part-time repeat stay. Ideally, I would like someone who is looking to split apartment usage with me on a repeated weekly schedule, such as taking the weekdays each week. There is a 30 night minimum requirement for the initial booking.

Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.

Currently the place is set up with one bedroom and one office/guest room with futon bed, it's the perfect place to find some peace and quiet for rest and study. Other features include huge windows, high ceilings, hardwood floors, laundry one-floor down, and a co-op building that prizes peace and quiet. An entrance to High Bridge Park is right across the street as well! Cats are welcome.
",,manhattan,Union Square,2600,0,TRUE,TRUE,laundry in bldg,street parking,2,1,1
GHOST ROOMMATE Stay at Luxury 1 BD Jersey City Apt.,"I’m seeking a ghost roommate situation in which someone would just need to be in the space for part of the week. You could leave some things to come back to each week and I would charge a nightly rate. I typically offer discounts for longer term/stays with more nights. Be sure to let me know if you have any questions, I’d be happy to chat. Also, don’t hesitate to reach out, I have flexibility in price and schedule. I can offer a discount here on Craigslist compared to Split Lease.

This is a unique opportunity at a great price point. brand new apartment, steps away from multiple train stations in Hoboken and Jersey City, and Ferries into multiple sports in downtown and midtown New York City. 

Situated on Newport Greens, the building has city facing views, and also has the following remarkable amenities on offer:

1. Attached parking
2. Full sized indoor swimming pool and jacuzzi
3. Gym
4. Indoor Movie theatre
4. Remote working areas all over the building, including conference rooms
5. Beautiful rooftop deck overlooking the city

All amenities and buildings are managed by smart phone apps, which allow for COVID protocol to be followed properly. In addition, the building is sanitized 3 times every day. 
",,new jersey,,86,0,TRUE,TRUE,laundry in bldg,street parking,1,1,1
Work Stay Private Modern & Charming 1BD Apt in NJC,"I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space. I am on Split Lease too, but I can give a cheaper price through Craigslist.

This stunning & contemporary apartment is positioned perfectly for ease & convenience. Flawlessly presented, it places you in the heart of everything the city has to offer, footsteps from excellent restaurants, amenities, and the entertainment scene. This property has been recently renovated and enjoys the added benefit of being located in a peacefully quiet neighborhood. Enjoying a brilliant location, this secure apartment with plenty of natural light is an exceptional place to live. 

The open plan living/dining area is designed to capture the lights and breeze all year round. The bedroom is cozy, and the natural light that flows through makes a comfortable and relaxing personal space. The apartment boasts 1 bedroom with built-ins and a central stylish fully tiled bathroom.

- Within minutes from shops and the bus, to make commuting a breeze
- Radiator heating keeps residence cozy during the cooler months
- Window AC unit
- Just 3 blocks away from Branch Brook Park
- A 10 min drive to downtown Newark
- Comfortable patio area with a fire pit and a grill, perfect for entertaining
- Smoke alarms for safety
",,new jersey,,93,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
"Rent weekdays, Pay Per Night Cozy and Fully Furnished 2 BD Apt.","The apartment is available as a Split Lease to share on an agreed weekly schedule. Perfect for a commuter or hybrid worker who needs to be in the city for just part of the week. Your monthly cost is based on the total Room Monthly Price reduced proportional to how many nights each week you stay. The place is available to be booked on Split Lease too, but the price will be cheaper on Craigslist.

Just let me know a little about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking. The nightly price will vary slightly depending on your desired weekly schedule. I can be flexible in terms of amending dates after the initial booking. 
",,brooklyn,,2500,0,TRUE,TRUE,no laundry on site,street parking,2,1,1
Split Lease Bright Midtown East Room ,"This beautiful, sunny room in Turtle Bay (Midtown East) is furnished with a full sized bed and comes with built in drawers and closet space. All utilities and amenities are included. 

This space is ideal for someone needing a space for their in-office days. I am looking for a renter who needs the space for some, but not all, nights each week. Ideally something like Mon-Thu nights would be great but I can be flexible so reach out. I would charge a nightly rate as advertised. 

The bedroom sits in a beautiful and large 2 bedroom/ 1 bath apartment with a full kitchen, a huge living space and dining area, an immaculate shared bathroom and a giant outdoor deck with patio furniture.

This apartment is extremely central as it is right next to the 6/M/E lines which can basically get you anywhere in the City (Lower East Side, Brooklyn, Queens, West Village, Hells Kitchen, Upper East Side). The MTA bus also stops right outside. There are plenty of restaurants, bars, grocery stores, liquor/wine stores nearby and it is a very safe neighborhood.

Booking will be 10% cheaper through Craigslist compared to Split Lease.
",,manhattan,Midtown East,65,0,TRUE,FALSE,w/d in unit,no parking,1,shared,1
Hybrid work? I gotchu Spacious and Renovated Central Harlem’s Private Space,"Fully furnished, very large and bright bedroom with its own bathroom and separated toilet in the bedroom, located on the second floor of our 4 floors townhouse in Central Harlem. The apartment is listed as a Split Lease. I'm looking for a renter who needs a place for their in-office days. Your cost is calculated from the total room cost prorated to how many nights per week you use and I would be happy to provide you with a storage space for you to leave your things during the time you are away.

Very conveniently located near the subway lines 2/3 and ABCD, you can get anywhere in Manhattan very easily. Bars, restaurants, and stores are around the corner. Supermarket 5 minutes away. 

What you need to know about the space:
• Furnished with a full-size bed, bedside table, armchair, and bookcase 
• Three windows

What you need to know about the apartment

• The room is located on the 2nd floor. I am renting another room on the same floor. The other room is on the opposite side.  
• shared a kitchenette with the second bedroom.
• New clean private bathroom
• Brand new hardwood floors

I’m on Split Lease too, but the price will be about 10% cheaper here on Craigslist.
",,manhattan,Harlem / Morningside,2800,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
Ghost Roommate wanted in Cozy and Lightful UWS Studio,"Ghost roommate situation wanted. I would like someone to be in the space for up to 5 nights per week, with 4 nights being ideal. You will be paying every 4 weeks. I can provide a discount for longer stays. Be sure to give me some information about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking.

Lovely furnished UWS 1 bedroom. I can be somewhat flexible. Washer and dryer in unit. Also, pets are allowed. Let me know if you have any questions about the space. 

The price will be 10% lower when going through Craigslist rather than Split Lease.
",,manhattan,Upper West Side,96,650,TRUE,TRUE,w/d in unit,street parking,1,1,1
Part of the week  Rental in Home Feel 1BD 1BR Brownsville Apt.,"LOCATION Within walking distance to two (2) of Brooklyn major hospital, great restaurants, shopping, park for all recreation (tennis, basketball, running and relaxing)

I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space.

I am on Split Lease too, but I can give a cheaper price through Craigslist.
",,brooklyn,,92,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
"Hybrid Work schedule rental in Lightful and Beautiful Astoria Room for Share
","The apartment is listed as a Split Lease. I'm looking for a renter who needs a place for their in-office days. Your cost is calculated from the total room cost prorated to how many nights per week you use and I would be happy to provide you with a storage space for you to leave your things during the time you are away.

Available part time. This is a room which has some common areas shared, but it’s own private bath. Let me know what nights of the week you are looking for and just pay for those nights. 

The space:
Lovely private rooms in Astoria, Queens NYC!
3BR2BA sharing a townhouse in a prime neighborhood.
Master bedroom A has its own private bathroom attached. Rooms B & C shared the other one.
Ideal for students, young pros and internationals. Near 30th Ave Station (N,W).

Room features:
・165 sq. ft. of private space, with windows
・full-size bed, desk, chair, closet, hardwood floors
・couples or up to 2 persons OK!
・with own private bathroom

Kitchen features (shared)
・large shared fridge
・gas stove with four eyes
・microwave, rice cooker, oven, cookware and tableware
・although space is shared, you will have your own designated spaces in the kitchen cabinets and fridge!

Kitchen features (shared)
・large shared fridge
・gas stove with four eyes
・microwave, rice cooker, oven, cookware and tableware
・although space is shared, you will have your own designated spaces in the kitchen cabinets and fridge!

Just 17 minutes away from Midtown, the building is a very good location to commute to your job or school within the area of Manhattan. I’m on Split Lease too, but the price will be about 10% cheaper here on Craigslist.
",,queens,,1800,0,TRUE,TRUE,laundry in bldg,street parking,1,1,1
M-Th or PART TIME rentals in Furnished Classy Private Room,"Newish construction coop building built in 2005 which is located in Bradhurst Court. 

I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space. I am on Split Lease too, but I can give a cheaper price through Craigslist.

I can provide some flexibility for you to rearrange your dates after booking too! So don’t feel you have to know all the nights you need up front. 

Two elevators on properties and concierge in front. Three shopping centers with 1.7 miles. Very close to 125th street and plenty of restaurants, cafes and bars in the area. Live across NYSC and starbucks. Located near Mill Pond park, Jackie Robinson park, Mill Pond road, and Riverbank state park. Walkability score is 99 out of 100. This area is considered a Riders paradise. Very bikeable area.
",,manhattan,Harlem / Morningside,71,0,TRUE,FALSE,w/d in unit,no parking,1,shared,1
SPLIT a LEASE in Bright and Beautiful 1 Bedroom Astoria Apt.,"The apartment is a beautiful apartment located in the amazing Astoria. 2 blocks away from Astoria Blvd station, which will take you straight to Manhattan in half an hour. The apartment is listed as a Split Lease. I'm looking for a renter who needs a place for their in-office days. Your cost is calculated from the total room cost prorated to how many nights per week you use and I would be happy to provide you with a storage space for you to leave your things during the time you are away.

Buses are coming and going very often. The lines are N and W, with easy transfers in Queensboro, Lexington, Times sq, and more! 4 blocks away from the beautiful Astoria Park, where you will find tennis courts, a great running track, amaIng water views, a pool, etc.

Walking distance to Ditmars restaurants and a 15 min walk to 30th Ave and Stainway area. Super safe area. Entrance to the building is super safe, with a personal code to enter. Clean and quiet building. Pet friendly. Laundromat next door, never crowded. Most of the furniture is almost new. The couch has a pullover bed for guests. Spectrum High speed internet included

I’m on Split Lease too, but the price will be about 10% cheaper here on Craigslist.
",,queens,,2600,0,TRUE,TRUE,no laundry on site,no parking,1,1,1
Part of the week Cozy and Home Feel Apartment in Lower Mnh,"Hi! I'm renting my cute & cozy furnished one-bedroom apartment in a great location on Mott st. between Broome and Grand streets. I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space. I am on Split Lease too, but I can give a cheaper price through Craigslist.

The apartment is very comfortable and is fully equipped. Second floor walk up. Close to coffee shops, restaurants and shops as well as most subway lines.

Thanks!",,manhattan,Lower East Side,100,0,TRUE,TRUE,no laundry on site,street parking,1,1,1
Mon-Th or PART of the WEEK Cozy and Modern 1BD Private Home,"I’m seeking a ghost roommate situation in which someone would just need to be in the space for part of the week. You could leave some things to come back to each week and I would charge a nightly rate. I typically offer discounts for longer term/stays with more nights. Be sure to let me know if you have any questions, I’d be happy to chat. Also, don’t hesitate to reach out, I have flexibility in price and schedule. I can offer a discount here on Craigslist compared to Split Lease.

It is located in the beautiful neighborhood of Bedford Stuyvesant in the heart of Brooklyn, New York. This amazing home has several features, one is the luxurious bedroom with a queen size bed, there is a small sitting area with a sofa bed which is perfect for reading or lounging.with a tranquil backyard.
",,brooklyn,,64,0,TRUE,TRUE,laundry in bldg,street parking,1,1,1
"Rent weekdays, Pay Per Night in Spacious 1 Bedroom Apt.","The apartment is available as a Split Lease to share on an agreed weekly schedule. Perfect for a commuter or hybrid worker who needs to be in the city for just part of the week. Your monthly cost is based on the total Room Monthly Price reduced proportional to how many nights each week you stay. The place is available to be booked on Split Lease too, but the price will be cheaper on Craigslist.

Fully furnished one bedroom apartment in an elevator building in Midtown West. Apartment could be for 2. Rent includes all utilities including WiFi, cable and 2 mounted flat screen TVs. Kitchen comes with all appliances and utensils. Bedroom has a queen size bed, dresser and enough closet space. Living room area has a queen size pull out couch. There is a laundry room in the building. Building also has a roof deck with great New York City views.

Just let me know a little about yourself and your situation when reaching out. There would be a 30 night minimum for the initial booking. The nightly price will vary slightly depending on your desired weekly schedule. I can be flexible in terms of amending dates after the initial booking. 
",,manhattan,Midtown West,2750,0,TRUE,TRUE,laundry in bldg,no parking,1,1,1
Hybrid Work schedule rental Fully Furnished and Colorful UES Studio,"The space is available as a Split Lease, a part-time repeat stay. Ideally, I would like someone who is looking to split apartment usage with me on a repeated weekly schedule, such as taking the weekdays each week. There is a 30 night minimum requirement for the initial booking.

This apartment is located on the 3rd floor of a walk-up building. No Elevator. This charming studio apartment is beautifully outfitted with modern accessories and furniture. Its bold, colorful design creates a fun, urban atmosphere. Just let me know of the nights you would be looking for. I am happy to go through Split Lease too, but I can offer a cheaper price through Craigslist.

- Full size bed
- Flat screen television with FREE Direct TV (150 channels)
- FREE Wireless Internet access
- Armoire with clothing hangers
- Beautiful, spacious bathroom with luxurious glass shower and European style bidet
- Fresh Bedding & Bath towels
- Fully-equipped eat-in kitchen with dishwasher, convection/microwave oven, coffeemaker, full-size fridge, gas stove top, cookware and cutlery
- Iron with ironing board
- Plus, thoughtful amenities to make your stay comfortable and enjoyable!

NO SMOKING! NO PETS!
",,manhattan,Upper East Side,2550,0,TRUE,TRUE,no laundry on site,street parking,0,1,1
Commuter home 2 BD Share Sunny & Spacious Hudson River Duplex,"I have 2 bedrooms available in my sun-filled, spacious and comfortable 4-bedroom duplex to academics and mature professionals who are looking for a home away from home while working in New York City. I keep two bedrooms for myself, one as an office. I am ideally looking for someone who needs my space for the weekdays each week. You’d pay for only the nights you are there. I will be able to provide a place for you to leave your things while you are away as well. If you are looking for a work stay with different terms (not weekdays each week), please reach out. At the least, I am looking for a repeat renter of my space.

The bedroom is fully furnished––you bring the books and knick-knacks––and there are one and a half shared bathrooms.  

The kitchen is yours to enjoy light cooking and food storage; enjoy meals in the south-facing dining area, in your room or have a bite in the many restaurants, bistros and cafés for which this cool downtown, elite neighborhood is known.  No window in kitchen so no greasy cooking/frying, please.

Take a break with a run along the Hudson River or rent a bike. Take in the views from the High Line, indulge in old-world New York, exploring the cobblestone streets of Greenwich Village - all within minutes of my home. I am on Split Lease too, but I can give a cheaper price through Craigslist.
",,manhattan,Greenwich Village,112,0,TRUE,TRUE,no laundry on site,no parking,2,2,1
